iter	Passed	Remaining
455	961	1147
456	963	1144
457	964	1141
458	966	1138
459	967	1135
460	968	1132
461	970	1129
462	971	1126
463	972	1123
464	973	1120
465	975	1117
466	976	1114
467	977	1111
468	978	1108
469	980	1105
470	981	1102
471	982	1099
472	983	1096
473	984	1093
474	986	1090
475	987	1087
476	988	1084
477	990	1081
478	991	1078
479	992	1075
480	993	1072
481	995	1069
482	996	1066
483	997	1063
484	998	1060
485	999	1057
486	1000	1054
487	1002	1051
488	1003	1048
489	1004	1045
490	1005	1042
491	1006	1039
492	1007	1036
493	1008	1033
494	1009	1030
495	1010	1027
496	1012	1024
497	1013	1021
498	1015	1019
499	1019	1019
500	1031	1027
501	1033	1025
502	1035	1022
503	1037	1020
504	1038	1018
505	1040	1015
506	1041	1012
507	1042	1009
508	1043	1006
509	1044	1003
510	1045	1000
511	1047	997
512	1048	995
513	1049	992
514	1050	989
515	1052	986
516	1053	983
517	1054	981
518	1055	978
519	1056	975
520	1058	972
521	1059	970
522	1060	967
523	1061	964
524	1063	962
525	1065	960
526	1067	958
527	1068	955
528	1070	953
529	1082	960
530	1088	960
531	1097	965
532	1104	967
533	1106	965
534	1108	963
535	1114	965
536	1121	967
537	1123	964
538	1134	970
539	1139	970
540	1147	973
541	1149	971
542	1152	969
543	1166	977
544	1168	975
545	1169	972
546	1171	970
547	1174	968
548	1176	966
549	1184	968
550	1185	966
551	1198	972
552	1211	979
553	1212	976
554	1214	973
555	1216	971
556	1222	972
557	1228	973
558	1230	970
559	1317	1035
560	1329	1040
561	1342	1046
562	1346	1045
563	1350	1043
564	1351	1040
565	1354	1038
566	1357	1036
567	1360	1034
568	1362	1031
569	1369	1033
570	1375	1033
571	1376	1030
572	1380	1028
573	1398	1038
574	1400	1035
575	1408	1036
576	1415	1037
577	1419	1036
578	1422	1034
579	1426	1033
580	1440	1038
581	1441	1035
582	1447	1035
583	1449	1032
584	1453	1031
585	1457	1029
586	1460	1027
587	1484	1040
588	1486	1037
589	1488	1034
590	1493	1033
591	1495	1030
592	1496	1027
593	1498	1023
594	1500	1021
595	1502	1018
596	1505	1016
597	1507	1013
598	1508	1010
599	1510	1006
600	1512	1003
601	1521	1005
602	1522	1002
603	1527	1001
604	1694	1106
605	1697	1103
606	1703	1103
607	1714	1105
608	1730	1110
609	1733	1108
610	1735	1105
611	1738	1101
612	1740	1098
613	1743	1095
614	1746	1093
615	1752	1092
616	1754	1089
617	1756	1085
618	1761	1084
619	1763	1080
620	1768	1079
621	1769	1075
622	1771	1072
623	1776	1070
624	1779	1067
625	1781	1064
626	1783	1061
627	1785	1057
628	1790	1055
629	1792	1052
630	1794	1049
631	1797	1046
632	1799	1043
633	1812	1046
634	1823	1047
635	1825	1044
636	1826	1041
637	1845	1047
638	1847	1043
639	1850	1040
640	1857	1040
641	1862	1038
642	1864	1035
643	1867	1032
644	1869	1028
645	1871	1025
646	1873	1022
647	1875	1018
648	1877	1015
649	1878	1011
650	1880	1008
651	1882	1004
652	1883	1001
653	1885	997
654	1886	993
655	1888	990
656	1889	986
657	1891	982
658	1894	980
659	1896	977
660	1899	974
661	1901	970
662	1903	967
663	1904	963
664	1906	960
665	1908	957
666	1910	953
667	1913	951
668	1923	951
669	1925	948
670	1927	944
671	1930	942
672	1931	938
673	1933	935
674	1949	938
675	1954	936
676	1956	933
677	1958	930
678	1960	927
679	1962	923
680	1965	920
681	1967	917
682	1969	914
683	1971	910
684	1973	907
685	1975	904
686	1977	900
687	1979	897
688	1981	894
689	1983	890
690	1984	887
691	1993	887
692	1995	883
693	1997	880
694	1999	877
695	2001	874
696	2003	870
697	2004	867
698	2007	864
699	2012	862
700	2014	859
701	2016	855
702	2017	852
703	2019	849
704	2021	845
705	2022	842
706	2025	839
707	2028	836
708	2029	833
709	2031	829
710	2032	826
711	2034	823
712	2039	820
713	2040	817
714	2042	814
715	2044	811
716	2046	807
717	2047	804
718	2049	801
719	2053	798
720	2057	796
721	2059	793
722	2062	790
723	2071	789
724	2072	786
725	2078	784
726	2079	781
727	2082	777
728	2083	774
729	2086	771
730	2088	768
731	2095	767
732	2096	763
733	2098	760
734	2100	757
735	2102	754
736	2104	751
737	2106	747
738	2109	745
739	2116	743
740	2141	748
741	2143	745
742	2151	744
743	2152	740
744	2157	738
745	2159	735
746	2162	732
747	2165	729
748	2166	726
749	2168	722
750	2171	720
751	2173	716
752	2175	713
753	2182	711
754	2186	709
755	2190	707
756	2198	705
757	2201	702
758	2206	700
759	2213	699
760	2216	696
761	2218	693
762	2225	691
763	2227	688
764	2231	685
765	2233	682
766	2235	679
767	2240	676
768	2242	673
769	2245	670
770	2248	667
771	2250	664
772	2253	661
773	2259	659
774	2260	656
775	2262	653
776	2265	650
777	2266	646
778	2269	643
779	2273	641
780	2274	637
781	2277	634
782	2307	639
783	2312	637
784	2319	635
785	2321	631
786	2322	628
787	2324	625
788	2327	622
789	2328	618
790	2329	615
791	2331	612
792	2332	608
793	2333	605
794	2335	602
795	2336	598
796	2337	595
797	2339	592
798	2341	588
799	2343	585
800	2345	582
801	2347	579
802	2348	576
803	2350	572
804	2351	569
805	2353	566
806	2355	563
807	2357	560
808	2359	556
809	2361	553
810	2363	550
811	2365	547
812	2367	544
813	2369	541
814	2372	538
815	2374	535
816	2387	534
817	2389	531
818	2391	528
819	2393	525
820	2394	522
821	2396	519
822	2398	515
823	2400	512
824	2403	509
825	2404	506
826	2406	503
827	2408	500
828	2410	497
829	2413	494
830	2414	491
831	2416	487
832	2418	484
833	2428	483
834	2436	481
835	2439	478
836	2443	475
837	2447	473
838	2453	470
839	2454	467
840	2455	464
841	2457	461
842	2458	457
843	2461	454
844	2463	451
845	2465	448
846	2466	445
847	2468	442
848	2469	439
849	2471	436
850	2517	440
851	2518	437
852	2520	434
853	2522	431
854	2526	428
855	2531	425
856	2533	422
857	2535	419
858	2536	416
859	2541	413
860	2556	412
861	2563	410
862	2566	407
863	2573	405
864	2592	404
865	2598	402
866	2599	398
867	2601	395
868	2604	392
869	2605	389
870	2607	386
871	2613	383
872	2620	381
873	2621	377
874	2623	374
875	2625	371
876	2628	368
877	2630	365
878	2632	362
879	2634	359
880	2666	360
881	2670	357
882	2675	354
883	2678	351
884	2680	348
885	2682	345
886	2684	341
887	2686	338
888	2687	335
889	2693	332
890	2695	329
891	2696	326
892	2700	323
893	2702	320
894	2705	317
895	2728	316
896	2729	313
897	2731	310
898	2733	307
899	2735	303
900	2736	300
901	2737	297
902	2738	294
903	2740	290
904	2741	287
905	2743	284
906	2744	281
907	2748	278
908	2749	275
909	2751	272
910	2767	270
911	2769	267
912	2770	264
913	2772	260
914	2787	258
915	2800	256
916	2802	253
917	2804	250
918	2805	247
919	2808	244
920	2810	241
921	2811	237
922	2815	234
923	2816	231
924	2818	228
925	2820	225
926	2823	222
927	2825	219
928	2827	216
929	2828	212
930	2830	209
931	2831	206
932	2833	203
933	2835	200
934	2837	197
935	2839	194
936	2841	191
937	2843	187
938	2845	184
939	2850	181
940	2852	178
941	2857	175
942	2859	172
943	2864	169
944	2865	166
945	2867	163
946	2870	160
947	2872	157
948	2873	154
949	2876	151
950	2879	148
951	2881	145
952	2883	142
953	2884	139
954	2886	135
955	2889	132
956	2899	130
957	2921	128
958	2924	125
959	2926	121
960	2930	118
961	2933	115
962	2935	112
963	2937	109
964	2944	106
965	2949	103
966	2951	100
967	2953	97
968	2955	94
969	2957	91
970	2959	88
971	2961	85
972	2964	82
973	2966	79
974	2968	76
975	2970	73
976	2972	69
977	3000	67
978	3002	64
979	3010	61
980	3015	58
981	3017	55
982	3019	52
983	3021	49
984	3022	46
985	3029	43
986	3032	39
987	3034	36
988	3036	33
989	3038	30
990	3039	27
991	3042	24
992	3045	21
993	3046	18
994	3051	15
995	3053	12
996	3054	9
997	3060	6
998	3062	3
999	3064	0
